Item_Id,Date,State_of_Country,Market_Category,Product_Category,Grade,Demand,Low_Cap_Price,High_Cap_Price
IT_14198,2/26/2008,21,447,0,0,2.8,5451,7768
IT_14200,2/26/2008,21,167,0,0,19.2,3162,4025
IT_14204,2/26/2008,21,452,0,0,25.4,3744,5087
IT_14205,2/26/2008,21,65,0,2,432.7,3490,5365
IT_14206,2/26/2008,21,58,0,0,283.2,4295,6018
IT_14209,2/26/2008,21,453,0,0,0.8,2738,3817
IT_14216,2/27/2008,0,59,0,2,0.9,1706,2621
IT_14229,2/27/2008,0,283,1,0,5.4,1458,5031
IT_14236,2/27/2008,17,358,0,3,6.8,3032,6925
IT_14241,2/27/2008,20,55,0,0,1.8,1237,2853
IT_14245,2/27/2008,20,128,0,1,11.9,868,3340
IT_14246,2/27/2008,20,85,1,2,1.2,1225,3087
IT_14250,2/27/2008,3,63,0,1,52.2,1140,4605
IT_14252,2/27/2008,3,113,1,0,0,922,5877
IT_14254,2/27/2008,21,443,0,0,1.4,3405,5342
IT_14258,2/27/2008,21,14,0,0,1.1,3436,4413
IT_14276,2/28/2008,0,59,0,2,0.2,1594,2774
IT_14307,2/28/2008,1,132,0,0,67.4,323,519
IT_14316,2/28/2008,17,358,0,3,19.8,3708,6719
IT_14319,2/28/2008,17,39,0,3,72.6,3724,9365
IT_14328,2/28/2008,20,55,0,0,2.1,1200,2556
IT_14330,2/28/2008,20,110,0,0,4.7,999,2056
IT_14351,2/28/2008,20,403,0,0,83,1541,2817
IT_14355,2/28/2008,20,115,0,0,0.6,1680,2222
IT_14368,2/28/2008,21,437,0,0,0,2975,4372
IT_14369,2/28/2008,21,441,10,0,71.6,3871,6061
IT_14372,2/28/2008,21,443,0,0,1.7,3302,5302
IT_14375,2/28/2008,21,14,0,0,0.9,3009,4629
IT_14377,2/28/2008,21,165,0,0,8.1,2863,4330
IT_14381,2/28/2008,21,451,13,0,13.4,4564,6477
IT_14383,2/28/2008,21,452,0,0,32,3546,4559
IT_14384,2/28/2008,21,58,0,0,333,4405,5652
IT_14394,2/29/2008,0,70,0,2,2.3,964,4288
IT_14413,2/29/2008,0,367,0,0,15.1,2523,3870
IT_14431,2/29/2008,17,358,0,3,12,2991,6576
IT_14440,2/29/2008,20,55,0,0,1.7,978,3055
IT_14445,2/29/2008,20,68,0,2,2.4,969,3375
IT_14479,2/29/2008,21,443,0,0,1.4,3553,5093
IT_14480,2/29/2008,21,149,10,0,55,3126,4647
IT_14481,2/29/2008,21,444,0,1,47.3,4519,6045
IT_14483,2/29/2008,21,14,0,0,6.7,3339,4327
IT_14490,2/29/2008,21,58,0,0,451,4071,5621
IT_14492,2/29/2008,21,453,0,0,0.6,2789,4111
IT_14501,3/1/2008,0,70,0,2,1,1170,3660
IT_14509,3/1/2008,0,268,0,2,10.6,1397,2823
IT_14515,3/1/2008,0,283,1,0,1.1,1620,3594
IT_14539,3/1/2008,17,462,0,3,28.6,3017,6750
IT_14545,3/1/2008,18,23,7,2,0,952,2673
IT_14546,3/1/2008,18,23,12,2,0,1796,6244
IT_14551,3/1/2008,20,55,0,0,2.6,1171,3535
IT_14557,3/1/2008,20,68,0,2,2.8,853,3197
IT_14559,3/1/2008,20,100,0,0,1.2,1055,2021
IT_14581,3/1/2008,20,115,0,0,0.3,1401,2006
IT_14585,3/1/2008,20,123,0,0,1.8,843,3544
IT_14592,3/1/2008,3,80,0,2,23.1,1610,2982
IT_14599,3/1/2008,21,443,0,0,1.1,3275,5120
IT_14600,3/1/2008,21,149,10,0,57.7,3154,4487
IT_14613,3/1/2008,21,65,0,2,452.5,3524,4922
IT_14615,3/1/2008,21,58,0,0,439.7,4177,5432
IT_14616,3/1/2008,21,205,10,0,2.2,2050,3293
IT_14617,3/1/2008,21,211,0,0,1.4,1958,3818
IT_14622,3/2/2008,23,236,0,0,24,1152,5983
IT_14625,3/2/2008,0,3,0,0,2.3,1162,2538
IT_14646,3/2/2008,0,450,0,0,0,961,2564
IT_14672,3/2/2008,17,39,0,3,0.3,3785,7931
IT_14677,3/2/2008,18,23,7,1,0,1773,2720
IT_14681,3/2/2008,18,23,12,0,0,3073,5246
IT_14682,3/2/2008,18,23,12,2,0,1680,3529
IT_14688,3/2/2008,20,55,0,0,3.3,1131,3419
IT_14710,3/2/2008,20,403,0,0,134,1692,3193
IT_14717,3/2/2008,20,115,0,0,0.4,1616,2205
IT_14724,3/2/2008,3,423,15,0,142.2,1471,4518
IT_14737,3/2/2008,21,14,0,0,3.7,3180,4503
IT_14739,3/2/2008,21,446,10,0,75.6,4321,6450
IT_14740,3/2/2008,21,447,0,0,1.2,4781,7384
IT_14743,3/2/2008,21,451,13,0,15.5,4646,6702
IT_14747,3/2/2008,21,65,0,2,506,3508,4985
IT_14748,3/2/2008,21,58,0,0,433.8,3136,5354
IT_14750,3/2/2008,21,211,0,0,1.5,1857,3874
IT_14764,3/3/2008,0,70,0,2,1.7,1725,2777
IT_14777,3/3/2008,0,367,0,0,10.5,2500,4134
IT_14806,3/3/2008,18,23,12,1,0,3871,6499
IT_14835,3/3/2008,20,403,0,0,195.6,1668,3148
IT_14840,3/3/2008,20,115,0,0,0.2,1411,2068
IT_14844,3/3/2008,20,127,0,0,0.1,2217,3022
IT_14856,3/3/2008,21,443,0,0,1.2,3624,4891
IT_14861,3/3/2008,21,447,0,0,0,4157,6979
IT_14865,3/3/2008,21,451,13,0,15,3912,6692
IT_14867,3/3/2008,21,452,0,0,27.9,2965,4345
IT_14868,3/3/2008,21,205,10,0,1.6,2257,3480
IT_14899,3/4/2008,0,450,0,0,6.3,973,2726
IT_14903,3/4/2008,0,320,0,0,26.5,640,4444
IT_14908,3/4/2008,1,342,0,0,1.5,918,2456
IT_14917,3/4/2008,17,358,0,3,26.1,2570,6794
IT_14926,3/4/2008,18,23,12,2,0,1769,7094
IT_14932,3/4/2008,20,55,0,0,3.1,1163,3327
IT_14936,3/4/2008,20,68,0,2,2.3,1002,3179
IT_14954,3/4/2008,20,115,0,0,0.3,1452,2104
IT_14957,3/4/2008,20,116,0,0,0.6,3134,4338
IT_14966,3/4/2008,21,441,10,0,63.5,3851,5889
IT_14969,3/4/2008,21,443,0,0,2.4,2960,4078
IT_14976,3/4/2008,21,447,0,0,1.8,4697,6515
IT_14979,3/4/2008,21,451,13,0,12.1,3890,6340
IT_14982,3/4/2008,21,452,0,0,23.2,2850,4029
IT_14984,3/4/2008,21,469,0,2,4.5,3794,4978
IT_14985,3/4/2008,21,65,0,0,364.2,3206,5428
IT_14986,3/4/2008,21,58,0,0,53.4,2545,3365
IT_14987,3/4/2008,21,205,10,0,1.4,2434,3275
IT_14997,3/5/2008,0,3,0,0,0.7,1202,2294
IT_15007,3/5/2008,0,26,1,2,1.2,1353,2829
IT_15010,3/5/2008,0,283,1,0,13.2,568,3571
IT_15020,3/5/2008,17,358,0,3,5.1,2680,12445
IT_15024,3/5/2008,20,55,0,0,1.6,1235,3716
IT_15035,3/5/2008,20,129,0,0,26.6,721,3968
IT_15041,3/5/2008,3,80,0,2,65,1702,3694
IT_15043,3/5/2008,21,443,0,0,2,3077,4485
IT_15054,3/5/2008,21,452,0,0,24.3,2764,3732
IT_15057,3/5/2008,21,65,0,0,588.8,3588,5077
IT_15058,3/5/2008,21,453,0,0,0.7,2860,3944
IT_15060,3/5/2008,5,90,0,0,21.1,1378,2607
IT_15067,3/6/2008,0,3,0,0,0.3,976,1292
IT_15069,3/6/2008,0,70,0,2,2.9,1263,2951
IT_15085,3/6/2008,0,119,0,2,1.1,852,1545
IT_15112,3/6/2008,17,358,0,3,13.3,2694,6829
IT_15125,3/6/2008,20,55,0,0,2.9,1490,3103
IT_15140,3/6/2008,20,148,0,0,1.4,1864,2463
IT_15141,3/6/2008,20,397,13,0,1.8,1811,2854
IT_15149,3/6/2008,20,403,0,0,171,1661,2880
IT_15168,3/6/2008,3,80,0,2,25.2,1540,4060
IT_15170,3/6/2008,21,437,0,0,143.7,2775,3978
IT_15171,3/6/2008,21,441,10,0,72.1,3485,6047
IT_15184,3/6/2008,21,451,13,0,10.7,3850,4820
IT_15186,3/6/2008,21,452,0,0,29.9,2660,3763
IT_15187,3/6/2008,21,469,0,2,3.7,3679,4558
IT_15188,3/6/2008,21,65,0,0,587.5,3359,4821
IT_15194,3/6/2008,5,147,0,2,29.8,783,2041
IT_15202,3/7/2008,0,3,0,0,1,1036,2325
IT_15206,3/7/2008,0,70,0,2,2.6,1008,3261
IT_15226,3/7/2008,0,367,0,0,13.9,2592,4378
IT_15233,3/7/2008,0,320,0,0,19.8,482,3422
IT_15237,3/7/2008,17,358,0,3,8.2,2685,6965
IT_15239,3/7/2008,17,39,0,3,5.6,2394,8721
IT_15241,3/7/2008,17,11,0,3,642.9,356,840
IT_15245,3/7/2008,18,23,7,1,0,1644,3242
IT_15248,3/7/2008,18,23,12,1,0,3582,5581
IT_15255,3/7/2008,20,55,0,0,3.2,1631,3310
IT_15270,3/7/2008,20,128,0,0,3.7,924,2305
IT_15271,3/7/2008,20,128,12,1,0,2387,4180
IT_15292,3/7/2008,3,80,0,2,26.6,1449,3506
IT_15294,3/7/2008,21,441,10,0,76.7,3722,6821
IT_15300,3/7/2008,21,14,0,0,3.3,2916,3872
IT_15305,3/7/2008,21,24,10,0,216.5,2397,3109
IT_15308,3/7/2008,21,452,0,0,19.9,2914,4291
IT_15309,3/7/2008,21,146,0,2,10.3,1560,2577
IT_15310,3/7/2008,21,65,0,0,731.5,3052,4817
IT_15311,3/7/2008,21,205,10,0,1.7,2106,3387
IT_15323,3/8/2008,0,3,0,0,0.5,1475,2198
IT_15326,3/8/2008,0,454,1,0,7.5,1349,3115
IT_15371,3/8/2008,17,358,0,3,35.4,2053,7140
IT_15374,3/8/2008,17,363,0,3,2.3,457,1356
IT_15389,3/8/2008,20,55,0,0,2.2,1287,3043
IT_15394,3/8/2008,20,68,0,2,2.4,910,3498
IT_15401,3/8/2008,20,389,0,1,3.9,1578,4177
IT_15413,3/8/2008,20,403,0,0,94.1,1713,4511
IT_15420,3/8/2008,20,115,0,0,0.2,1510,2076
IT_15424,3/8/2008,20,116,0,0,0.8,2824,3285
IT_15435,3/8/2008,21,441,10,0,70.1,3469,6250
IT_15439,3/8/2008,21,443,0,0,3,2737,4468
IT_15442,3/8/2008,21,445,0,0,2.4,2294,4139
IT_15444,3/8/2008,21,14,0,0,3.2,2901,3967
IT_15448,3/8/2008,21,447,0,0,3,4493,6100
IT_15450,3/8/2008,21,24,10,0,163.8,2368,3269
IT_15452,3/8/2008,21,451,13,0,11.3,3780,4966
IT_15456,3/8/2008,21,146,0,2,0,1669,2557
IT_15457,3/8/2008,21,469,0,2,7.3,3298,4592
IT_15458,3/8/2008,21,65,0,0,622.1,3666,4890
IT_15459,3/8/2008,21,58,0,0,33.9,3499,4983
IT_15464,3/8/2008,5,90,0,0,1.2,1224,2070
IT_15476,3/9/2008,0,70,0,2,1.3,1081,3323
IT_15518,3/9/2008,17,358,0,3,8.6,1927,6095
IT_15526,3/9/2008,18,23,7,1,0,1645,2589
IT_15529,3/9/2008,18,23,12,1,0,3327,5534
IT_15530,3/9/2008,18,23,12,0,0,2663,4158
IT_15533,3/9/2008,20,93,0,2,1.7,1376,4290
IT_15560,3/9/2008,20,403,0,0,120.9,1731,2924
IT_15583,3/9/2008,21,443,0,0,2.1,3077,4819
IT_15587,3/9/2008,21,14,0,0,2.7,3061,4169
IT_15591,3/9/2008,21,447,0,0,2.4,4450,6194
IT_15592,3/9/2008,21,448,1,0,14.1,458,2695
IT_15594,3/9/2008,21,451,13,0,9,3569,5269
IT_15597,3/9/2008,21,452,0,0,19.5,2638,3971
IT_15598,3/9/2008,21,146,0,2,0,1599,2413
IT_15599,3/9/2008,21,469,0,0,6,3343,4326
IT_15601,3/9/2008,21,65,0,2,663.7,3423,4722
IT_15603,3/9/2008,21,58,0,0,44.8,3174,4717
IT_15606,3/9/2008,21,453,10,0,0.9,2957,3770
IT_15618,3/10/2008,0,3,0,0,0.5,1105,2474
IT_15628,3/10/2008,0,275,0,0,1.8,527,2037
IT_15653,3/10/2008,1,57,0,0,3,625,3378
IT_15679,3/10/2008,20,55,0,0,3.5,1226,3118
IT_15692,3/10/2008,20,94,0,2,127.6,813,3034
IT_15703,3/10/2008,20,403,0,0,179.3,1764,3332
IT_15725,3/10/2008,21,441,10,0,0,3694,6075
IT_15735,3/10/2008,21,165,0,0,22.6,2039,3042
IT_15737,3/10/2008,21,447,0,0,1.8,4430,6080
IT_15742,3/10/2008,21,451,13,0,7.2,3807,5151
IT_15744,3/10/2008,21,452,0,0,20.2,3016,3756
IT_15745,3/10/2008,21,146,0,2,0,1594,2565
IT_15747,3/10/2008,21,65,0,2,768.6,3464,4666
IT_15748,3/10/2008,21,58,0,0,46.8,3645,4612
IT_15749,3/10/2008,21,205,10,0,1.2,2130,3224
IT_15753,3/10/2008,5,90,0,0,1.6,1156,2365
IT_15759,3/11/2008,0,3,0,0,0.8,1202,1955
IT_15787,3/11/2008,17,358,0,3,13.3,2467,6569
IT_15789,3/11/2008,17,39,0,3,15.8,2240,9434
IT_15791,3/11/2008,17,11,0,3,92.7,375,797
IT_15796,3/11/2008,18,23,12,1,0,3350,6269
IT_15804,3/11/2008,20,55,0,0,2.6,1129,3627
IT_15806,3/11/2008,20,73,0,0,0.4,1793,2513
IT_15838,3/11/2008,3,113,0,0,0,962,4535
IT_15840,3/11/2008,21,441,10,0,62.3,3529,5989
IT_15846,3/11/2008,21,14,0,0,3.5,2777,3957
IT_15847,3/11/2008,21,162,0,1,5.7,4024,5748
IT_15850,3/11/2008,21,447,0,0,2.9,4363,6696
IT_15855,3/11/2008,21,451,13,0,6,3627,5097
IT_15858,3/11/2008,21,452,0,0,22.8,2656,3610
IT_15859,3/11/2008,21,146,0,2,4.8,1513,2473
IT_15861,3/11/2008,21,65,0,0,779.4,3363,4693
IT_15864,3/11/2008,21,205,10,0,1.2,2237,3060
IT_15870,3/11/2008,5,471,0,2,16.1,2191,3173
IT_15876,3/12/2008,0,59,0,2,0.2,1008,2737
IT_15877,3/12/2008,0,3,0,0,1,1150,2497
IT_15900,3/12/2008,17,358,0,3,9.5,2602,7373
IT_15907,3/12/2008,20,55,0,0,2.9,1104,2414
IT_15924,3/12/2008,3,113,0,0,0,1112,5136
IT_15926,3/12/2008,21,443,0,0,1,2965,4828
IT_15927,3/12/2008,21,149,10,0,74.6,2986,4411
IT_15930,3/12/2008,21,14,0,0,1.8,2787,4277
IT_15937,3/12/2008,21,452,0,0,17.8,2616,3662
IT_15945,3/12/2008,5,101,0,0,1.8,1176,1826
IT_15951,3/13/2008,0,3,0,0,0.8,1140,2043
IT_15953,3/13/2008,0,454,1,0,4.2,1489,3116
IT_15972,3/13/2008,0,450,0,0,8.1,804,3308
IT_15990,3/13/2008,17,358,0,3,21.5,2409,6943
IT_15999,3/13/2008,18,23,7,1,0,1842,2824
IT_16005,3/13/2008,20,93,0,2,2.8,1234,4689
IT_16009,3/13/2008,20,55,0,0,3.2,1191,3439
IT_16014,3/13/2008,20,68,0,2,2.2,690,3138
IT_16029,3/13/2008,20,403,0,0,167.3,1827,3161
IT_16046,3/13/2008,3,113,0,0,0,1330,3190
IT_16047,3/13/2008,21,441,10,0,0,3464,5970
IT_16051,3/13/2008,21,443,0,0,1.3,3168,4372
IT_16054,3/13/2008,21,150,0,0,0,1865,2683
IT_16059,3/13/2008,21,447,0,0,2.3,4567,6341
IT_16063,3/13/2008,21,24,10,0,168.5,2255,3492
IT_16065,3/13/2008,21,451,13,0,4.8,3797,5431
IT_16066,3/13/2008,21,452,0,0,25.9,2778,3454
IT_16067,3/13/2008,21,469,0,2,3.6,3659,4933
IT_16070,3/13/2008,21,58,0,0,51.5,3338,4226
IT_16084,3/14/2008,0,3,0,0,0.8,1145,2227
IT_16094,3/14/2008,0,268,0,0,18.4,621,3073
IT_16095,3/14/2008,0,130,0,1,2.8,236,3465
IT_16125,3/14/2008,1,151,10,2,26882.3,258,949
IT_16143,3/14/2008,18,23,12,1,0,3668,7186
IT_16144,3/14/2008,18,23,12,0,0,2998,4669
IT_16145,3/14/2008,18,23,12,2,0,2267,3951
IT_16172,3/14/2008,20,403,0,0,170.4,1844,3071
IT_16185,3/14/2008,20,407,0,0,1.8,1166,3454
IT_16193,3/14/2008,3,74,0,0,12.1,2585,4021
IT_16194,3/14/2008,3,423,15,0,66.1,533,1068
IT_16198,3/14/2008,3,113,0,0,0,982,5026
IT_16206,3/14/2008,21,446,10,0,47.1,4286,5308
IT_16207,3/14/2008,21,447,0,0,2.9,4024,6279
IT_16210,3/14/2008,21,24,10,0,178.2,2411,3305
IT_16214,3/14/2008,21,452,0,0,26.8,2610,3668
IT_16215,3/14/2008,21,146,0,2,7.9,1556,2323
IT_16216,3/14/2008,21,65,0,2,955.8,3059,4322
IT_16217,3/14/2008,21,58,0,0,45.4,3230,4516
IT_16222,3/14/2008,5,147,0,2,3.4,847,2334
IT_16228,3/15/2008,0,3,0,0,0.9,1693,2929
IT_16286,3/15/2008,18,23,12,0,0,2758,4286
IT_16289,3/15/2008,20,93,0,2,1.7,1031,4077
IT_16293,3/15/2008,20,55,0,0,2.5,1215,2455
IT_16297,3/15/2008,20,73,0,0,0.2,642,1365
IT_16315,3/15/2008,20,403,0,0,192.8,1802,3428
IT_16329,3/15/2008,3,74,0,0,1.1,2560,3832
IT_16335,3/15/2008,21,441,10,0,56.7,3356,5745
IT_16339,3/15/2008,21,443,0,0,1.4,3365,4856
IT_16346,3/15/2008,21,447,0,0,2.3,4309,5920
IT_16347,3/15/2008,21,448,1,1,16.4,489,2872
IT_16352,3/15/2008,21,451,13,0,4.6,3486,6637
IT_16355,3/15/2008,21,452,0,0,28.4,2662,3750
IT_16359,3/15/2008,21,58,0,0,39.8,3389,4673
IT_16366,3/15/2008,5,471,0,2,8.9,2166,2911
IT_16371,3/16/2008,0,59,0,2,0.2,781,2577
IT_16372,3/16/2008,0,3,0,0,0.6,1270,2934
IT_16378,3/16/2008,0,103,0,0,0,2033,3902
IT_16411,3/16/2008,1,151,12,0,26276.4,242,990
IT_16412,3/16/2008,2,350,1,1,548.6,4625,7788
IT_16415,3/16/2008,17,358,0,3,14.9,2164,12826
IT_16428,3/16/2008,18,23,12,2,0,1670,3686
IT_16435,3/16/2008,20,55,0,0,3.6,1427,3447
IT_16453,3/16/2008,20,128,10,2,0,753,2005
IT_16454,3/16/2008,20,128,12,1,0,2452,4075
IT_16458,3/16/2008,20,403,0,0,145.1,1817,3300
IT_16478,3/16/2008,3,423,15,0,88.5,1864,4684
IT_16484,3/16/2008,21,441,10,0,64.7,3533,5496
IT_16491,3/16/2008,21,14,0,0,3.3,2911,4407
IT_16495,3/16/2008,21,447,0,0,1.1,4436,6007
IT_16498,3/16/2008,21,167,0,0,9.1,3012,4012
IT_16499,3/16/2008,21,24,10,0,203.2,2188,3267
IT_16500,3/16/2008,21,451,13,0,4.7,4012,7033
IT_16503,3/16/2008,21,452,0,0,29.3,2607,3685
IT_16504,3/16/2008,21,146,0,2,0.2,1764,2401
IT_16505,3/16/2008,21,469,0,2,3.5,3562,4554
IT_16506,3/16/2008,21,58,0,0,40.5,3218,4443
IT_16508,3/16/2008,21,152,0,0,0,1206,1756
IT_16509,3/16/2008,21,211,0,0,1.8,1643,3823
IT_16513,3/16/2008,5,471,0,2,3.9,1879,2780
IT_16520,3/17/2008,0,70,0,2,2.7,1147,2788
IT_16557,3/17/2008,1,151,12,0,24656,381,1009
IT_16568,3/17/2008,18,23,7,2,0,1127,2859
IT_16569,3/17/2008,18,23,12,2,0,2022,5341
IT_16575,3/17/2008,20,55,0,0,0,1180,3068
IT_16594,3/17/2008,20,128,10,2,0,824,2306
IT_16596,3/17/2008,20,124,0,0,1.3,1097,1861
IT_16604,3/17/2008,20,30,0,0,14.8,744,2012
IT_16606,3/17/2008,20,115,0,0,0.6,1455,2140
IT_16616,3/17/2008,3,74,0,0,46.7,2399,3860
IT_16628,3/17/2008,21,443,0,0,1.4,2861,5070
IT_16632,3/17/2008,21,14,0,0,1.9,2989,4068
IT_16634,3/17/2008,21,165,0,0,17.5,1646,2435
IT_16639,3/17/2008,21,24,10,0,193.6,2342,3142
IT_16643,3/17/2008,21,451,13,0,3.4,3832,6654
IT_16646,3/17/2008,21,452,0,0,27.7,2720,3499
IT_16647,3/17/2008,21,146,0,2,0,1751,2476
IT_16649,3/17/2008,21,65,0,2,819.1,2896,4304
IT_16650,3/17/2008,21,58,0,0,41.9,2993,4747
IT_16655,3/17/2008,5,471,0,2,3,1969,2832
IT_16660,3/18/2008,0,3,0,0,0.6,1538,2660
IT_16689,3/18/2008,0,315,0,2,14.6,964,3355
IT_16698,3/18/2008,1,57,0,0,2.8,894,4560
IT_16727,3/18/2008,20,397,13,0,1.5,1590,2692
IT_16757,3/18/2008,21,441,10,0,50.5,3607,5669
IT_16766,3/18/2008,21,14,0,0,2.4,3054,3974
IT_16769,3/18/2008,21,446,10,0,52,3925,4923
IT_16770,3/18/2008,21,447,0,0,2.4,4263,5876
IT_16774,3/18/2008,21,24,10,0,209,2341,3241
IT_16776,3/18/2008,21,451,13,0,3.6,4494,6894
IT_16779,3/18/2008,21,452,0,0,24.1,2663,3575
IT_16780,3/18/2008,21,146,0,2,0,1520,2477
IT_16782,3/18/2008,21,58,0,0,46.6,3239,4779
IT_16783,3/18/2008,21,205,10,0,0.7,1882,2772
IT_16784,3/18/2008,21,152,0,0,5.1,1213,1751
IT_16788,3/18/2008,5,471,0,2,3.4,2021,2879
IT_16792,3/19/2008,0,3,0,0,1.1,1150,2154
IT_16795,3/19/2008,0,70,0,2,2.2,1149,3708
IT_16805,3/19/2008,0,283,1,0,6.5,1912,4476
IT_16808,3/19/2008,0,294,0,2,1.5,643,4152
IT_16815,3/19/2008,17,460,15,3,0.1,291,420
IT_16816,3/19/2008,17,358,0,3,9.5,3427,6989
IT_16821,3/19/2008,20,55,0,0,3.3,1414,4067
IT_16826,3/19/2008,20,397,13,0,3,735,2830
IT_16831,3/19/2008,20,129,0,0,26.5,1254,3921
IT_16839,3/19/2008,3,113,0,0,0,737,4426
IT_16841,3/19/2008,21,443,0,0,1.7,2689,4039
IT_16846,3/19/2008,21,165,0,0,18.2,1605,2582
IT_16852,3/19/2008,21,452,0,0,19.5,2820,3597
IT_16853,3/19/2008,21,146,0,2,0,1429,2493
IT_16854,3/19/2008,21,469,0,2,4.5,3432,4911
IT_16855,3/19/2008,21,65,0,2,902.9,3022,4609
IT_16856,3/19/2008,21,205,10,0,0.9,1897,3065
IT_16900,3/20/2008,1,342,0,0,0.1,739,1006
IT_16901,3/20/2008,1,57,0,0,2.8,832,4385
IT_16904,3/20/2008,17,460,15,3,0.1,240,393
IT_16922,3/20/2008,20,55,0,0,4.8,1274,3330
IT_16926,3/20/2008,20,73,0,0,0.2,1801,2541
IT_16958,3/20/2008,3,74,0,0,3.9,2172,3647
IT_16968,3/20/2008,21,150,0,1,0,2267,3209
IT_16972,3/20/2008,21,446,10,0,35.1,3796,5183
IT_16973,3/20/2008,21,447,0,0,0,4599,5652
IT_16978,3/20/2008,21,451,13,0,3.4,4958,6495
IT_16980,3/20/2008,21,452,0,0,28.3,2659,3548
IT_16982,3/20/2008,21,65,0,0,1987.9,1049,3064
IT_16983,3/20/2008,21,65,0,2,0,2718,4884
IT_16985,3/20/2008,21,205,10,0,0.7,1965,2983
IT_16986,3/20/2008,21,152,0,0,1.9,1110,1458
IT_16992,3/21/2008,0,242,0,0,8.4,1456,3959
IT_16995,3/21/2008,0,3,0,0,1.5,1187,2689
IT_16998,3/21/2008,0,70,0,2,2.9,1101,3363
IT_17007,3/21/2008,0,268,0,0,23,582,2331
IT_17029,3/21/2008,1,334,0,0,0.1,1910,4435
IT_17033,3/21/2008,17,460,15,3,0.1,257,414
IT_17035,3/21/2008,17,358,0,3,7.1,2856,6425
IT_17048,3/21/2008,18,23,12,2,0,2115,3923
IT_17054,3/21/2008,20,55,0,0,2.8,1256,3105
IT_17088,3/21/2008,20,116,0,0,0.6,2323,3341
IT_17094,3/21/2008,3,416,0,1,24.3,1059,3983
IT_17096,3/21/2008,3,74,0,0,19,2543,3559
IT_17102,3/21/2008,3,113,0,0,0,1270,4785
IT_17110,3/21/2008,21,14,0,0,2.3,3037,3944
IT_17113,3/21/2008,21,447,0,0,2.3,4455,5668
IT_17116,3/21/2008,21,24,10,0,211,2106,2921
IT_17118,3/21/2008,21,451,13,0,3.5,5018,6315
IT_17121,3/21/2008,21,452,0,0,23.2,2552,3495
IT_17127,3/21/2008,21,152,0,0,0.4,1632,2079
IT_17131,3/21/2008,5,147,0,2,5.4,945,2191
IT_17139,3/22/2008,0,3,0,0,0.7,1248,2696
IT_17154,3/22/2008,0,268,0,0,19.7,585,2916
IT_17185,3/22/2008,1,57,0,0,2.6,1189,4483
IT_17208,3/22/2008,20,55,0,0,3.8,1715,3493
IT_17212,3/22/2008,20,73,0,0,0.2,1110,1537
IT_17240,3/22/2008,20,30,0,0,13,1035,3050
IT_17243,3/22/2008,20,115,0,0,0.4,1519,2256
IT_17253,3/22/2008,3,74,0,0,6.4,2777,3525
IT_17269,3/22/2008,21,14,0,0,2.5,3066,4044
IT_17278,3/22/2008,21,451,13,0,4.8,4690,6337
IT_17283,3/22/2008,21,469,0,2,1.2,3287,4720
IT_17285,3/22/2008,21,58,0,0,43.1,3141,4422
IT_17286,3/22/2008,21,205,10,0,1,2005,2961
IT_17292,3/22/2008,5,471,0,2,4.4,2235,2860
IT_17300,3/23/2008,0,3,0,0,0.9,1194,3206
IT_17304,3/23/2008,0,70,0,2,2.2,1095,2538
IT_17310,3/23/2008,0,164,0,0,3.5,1540,2506
IT_17312,3/23/2008,0,268,0,0,21.8,629,924
IT_17339,3/23/2008,17,460,15,3,0.1,346,485
IT_17340,3/23/2008,17,358,0,3,8.7,2730,5878
IT_17345,3/23/2008,18,23,16,2,0.2,862,3562
IT_17353,3/23/2008,20,93,0,2,2.9,1443,4612
IT_17357,3/23/2008,20,55,0,0,2.6,1209,2889
IT_17399,3/23/2008,3,74,0,0,31.8,2850,3850
IT_17405,3/23/2008,21,441,10,0,52.9,3548,5097
IT_17411,3/23/2008,21,445,0,0,3,2203,3569
IT_17412,3/23/2008,21,14,0,0,14.7,3003,3923
IT_17420,3/23/2008,21,24,10,0,217.4,2216,3032
IT_17421,3/23/2008,21,451,13,0,3.3,4795,6572
IT_17424,3/23/2008,21,452,0,0,19.5,2851,3406
IT_17427,3/23/2008,21,198,0,2,2.4,2257,2917
IT_17428,3/23/2008,21,65,0,2,775.9,948,3224
IT_17429,3/23/2008,21,58,0,0,42.3,3452,4655
IT_17431,3/23/2008,21,152,0,0,1.6,1353,2030
IT_17434,3/23/2008,5,147,0,2,2.4,919,2341
IT_17435,3/23/2008,5,471,0,2,4.8,2129,3041
IT_17440,3/24/2008,0,3,0,0,0.4,1462,2982
IT_17465,3/24/2008,0,450,0,0,14.9,962,2911
IT_17481,3/24/2008,1,151,12,0,21862.9,375,1074
IT_17484,3/24/2008,17,460,15,3,0.1,283,420
IT_17490,3/24/2008,18,23,8,2,0,772,1349
IT_17495,3/24/2008,18,23,11,1,0,3043,5269
IT_17497,3/24/2008,18,23,11,2,0,1311,3108
IT_17498,3/24/2008,18,23,12,1,0,3596,5921
IT_17539,3/24/2008,3,63,0,1,25.8,1690,5964
IT_17540,3/24/2008,3,74,0,0,4.7,3384,4245
IT_17544,3/24/2008,21,437,0,0,292.9,2547,3343
IT_17547,3/24/2008,21,443,0,0,1.7,2945,4440
IT_17551,3/24/2008,21,14,0,0,2.3,2899,4178
IT_17557,3/24/2008,21,24,10,0,186,2586,3356
IT_17559,3/24/2008,21,449,0,0,2.3,3458,4869
